motorcycle,terrain,traffic sign,bicycle,road,traffic light,openness ratio,pole,greenery coverage,fence,building,truck,rider,sidewalk,wall,car,person,bus,enclosure ratio,cycling suitability index,signage density index,junction_location,accident_severity,day_of_week,first_road_class,road_type,speed_limit,junction_detail,junction_control,second_road_class,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,trunk_road_flag,closest_road_length,accidents,all accident counts,accident_rate
1904,0,1706,2004,650759,4,216907,6816,42998,0,629634,607,0,37109,0,38841,9111,0,0.410541992,1.092488652,0.001043701,1,2,4,3,2,20,3,4,5,9,4,2,2,0,0,2,113,4,15,0.266666667
10101,0,4944,45756,419243,602,248884,13435,126079,0,629677,0,0,92630,0,21272,25777,0,0.461276855,0.812913605,0.00338501,9,3,5,3,9,30,99,9,6,9,4,9,9,9,9,2,14,1,1,1
0,57,1109,143,576184,205,202823,3978,52848,3837,629742,66959,0,27114,0,68004,5397,0,0.416619873,0.9580082,0.000802002,9,3,5,6,6,30,3,4,3,5,1,1,1,0,0,2,206,2,3,0.666666667
0,597,5404,1486,254153,0,444728,10836,55024,45823,629808,0,212,28129,1261,127890,9021,24028,0.417988281,0.448203262,0.00329834,8,3,5,5,2,30,1,4,5,9,1,1,1,9,9,2,136,1,5,0.2
858,0,345,548,526292,207,171205,2299,227714,26860,629980,1213,59,15759,555,18888,1368,14250,0.523494873,0.860425728,0.000336914,1,3,5,3,6,30,3,2,5,0,1,9,2,0,0,2,93,1,2,0.5
36,0,351,1469,355388,8,150867,2976,267305,6143,629996,1263,0,102653,81331,35193,3421,0,0.547669067,0.727053823,0.000219116,0,2,5,6,6,20,0,-1,-1,0,1,1,1,0,0,2,20,2,2,1
1056,0,2032,4943,461665,35,230947,9197,15067,4605,630066,0,71,211032,785,54867,12032,0,0.393757935,1.067661166,0.001261597,0,3,4,3,6,30,0,-1,-1,1,1,1,1,0,0,2,103,2,4,0.5
66,78,909,719,368246,107,218827,953,247108,1357,630252,10,927,87231,2077,72449,7084,0,0.535498047,0.722690289,0.000620117,1,3,3,6,6,20,3,4,6,0,1,8,1,0,0,2,208,1,1,1
43960,478,1701,19,367869,173,125479,6245,308924,7178,630319,0,1962,35749,9503,82675,16166,0,0.573268433,0.640339257,0.001143799,0,3,1,4,6,20,0,-1,0,0,1,1,1,0,0,2,67,1,1,1
0,0,1404,149,413617,0,183762,18117,137625,1920,630331,6095,6,110566,0,132455,2353,0,0.468723145,0.831599588,0.000856934,8,3,2,3,3,20,7,4,6,9,1,1,1,9,9,2,26,2,6,0.333333333
0,0,1026,446,369978,642,258862,5562,96755,3419,630411,479,0,81672,0,181309,4692,3147,0.443826904,0.716437372,0.001018066,9,3,6,5,6,30,3,2,3,5,7,1,1,9,0,2,197,9,14,0.642857143
603,0,1554,766,482709,1078,215090,3914,97115,0,630430,0,0,147346,0,18616,39179,0,0.444058228,0.999405168,0.001606445,1,3,2,3,6,20,3,4,6,4,1,1,1,0,0,2,22,4,6,0.666666667
0,0,227,71,346509,2425,357726,6908,199193,29970,630573,0,0,46547,9088,7777,1386,0,0.506448975,0.623331478,0.001618652,9,3,5,4,6,30,99,9,6,9,1,1,1,0,0,2,43,1,1,1
0,9267,773,116,647140,197,49838,5024,214216,505,630586,794,251,38555,7204,12560,19185,2189,0.515626221,1.087393314,0.000592041,1,3,3,6,9,30,3,4,3,9,4,1,1,9,0,2,109,5,9,0.555555556
398,0,1686,1474,495037,1918,207312,5523,107190,0,630625,0,0,133223,0,19352,34662,0,0.450326538,0.996249752,0.002199707,1,3,3,3,6,20,3,4,6,0,4,1,2,0,0,2,22,4,6,0.666666667
0,0,924,25,515229,873,257257,6303,159222,28250,630656,0,0,34676,0,766,4219,0,0.482103271,0.871957137,0.001096802,0,3,4,3,3,30,0,-1,-1,9,1,1,1,9,2,2,28,2,2,1
15729,396,2178,317,362194,103,257741,7061,140816,394,630677,0,861,68923,1636,119120,8582,21672,0.470881958,0.683578123,0.001392212,8,3,5,5,6,20,6,4,6,0,1,1,1,0,0,2,137,1,3,0.333333333
1226,0,732,0,397498,0,362667,5231,46236,23964,630726,0,0,76689,6940,77838,8653,0,0.413184814,0.751811405,0.000446777,1,3,5,6,6,30,3,4,6,0,1,9,9,9,0,2,56,1,1,1
70,0,525,10,250640,0,340911,604,230053,30297,630946,100983,2466,8793,35368,2482,4252,0,0.525512085,0.411180989,0.000320435,0,3,4,6,6,30,0,-1,-1,1,1,1,1,0,0,2,121,1,1,1
177,0,320,634,446296,0,254840,740,156053,401,631065,0,0,37637,0,110151,86,0,0.480418701,0.766851275,0.000195313,8,3,3,6,6,30,3,4,6,1,1,1,1,0,0,2,254,3,7,0.428571429
25,129,481,5208,531156,161,334013,3396,7419,0,631076,3761,2916,110755,0,5248,2656,0,0.389706421,1.017169089,0.000391846,8,3,6,3,6,30,3,1,6,9,4,2,2,0,0,2,76,3,8,0.375
0,670,2429,0,316964,46,388035,9601,44459,15444,631094,134,0,61709,2153,160038,5624,0,0.412324829,0.600026304,0.00151062,1,3,4,3,6,30,8,4,6,0,1,1,1,0,0,2,68,2,3,0.666666667
548,0,590,168,402441,215,261697,1233,132645,2280,631100,13,592,15763,474,183257,5384,0,0.466152954,0.66265885,0.000491333,0,3,1,5,6,30,0,-1,-1,9,7,1,1,9,9,2,129,2,3,0.666666667
0,0,1484,13,517003,0,247044,7481,96155,18929,631138,0,0,81168,7791,29329,865,0,0.443904419,0.947765782,0.000905762,8,3,6,5,3,30,3,4,6,0,1,1,1,0,0,2,62,1,1,1
626,899,559,1769,486882,226,119983,4835,170227,8816,631140,0,31,148785,0,53524,10098,0,0.489115601,1.007172735,0.000479126,0,3,3,3,6,30,0,-1,-1,9,4,9,9,0,9,2,100,4,11,0.363636364
3614,126,918,6642,454868,4,345723,4272,45998,1706,631351,0,0,78663,3235,59741,1539,0,0.413421021,0.845062414,0.000562744,9,3,5,6,6,20,99,9,6,0,7,1,1,0,0,2,58,1,2,0.5
8036,59,2504,3397,582635,1427,159761,7524,49760,3603,631517,0,8268,34140,4,42402,38928,64435,0.415818481,0.97665621,0.002399292,6,3,5,3,6,20,7,2,3,4,1,1,1,0,0,2,8,2,3,0.666666667
0,11156,6285,298,575217,3651,263092,25359,4863,347,631632,7399,35,41319,31,14651,24897,28168,0.388485718,0.976100008,0.006064453,8,2,4,3,6,30,6,2,3,5,1,2,2,0,0,2,119,2,7,0.285714286
7099,0,6060,3316,482523,315,180477,9493,133750,0,631687,4518,0,77397,36974,40710,14644,9437,0.467185669,0.886388354,0.003890991,1,3,5,3,6,20,3,2,6,5,4,1,1,0,0,2,44,3,9,0.333333333
92,0,2983,882,499542,3877,334311,22319,39159,2355,631701,12938,377,52882,1090,26263,5223,2406,0.409460449,0.874502336,0.004187012,1,3,6,3,6,20,3,2,5,5,1,1,1,0,0,2,30,2,2,1
770,108,4110,1640,603504,569,282201,6075,21065,25337,631726,367,63,46001,213,9381,5270,0,0.398432007,1.028143531,0.002855835,9,3,6,3,9,20,6,2,4,5,1,9,1,0,0,2,59,2,2,1
1481,0,1821,425,441343,15,443746,4856,2225,0,631780,26,487,38208,410,67908,3669,0,0.386965942,0.759047453,0.001120605,0,3,6,3,6,30,0,-1,-1,1,1,1,1,0,0,2,63,2,2,1
21976,411,5114,1542,425307,1998,303525,7150,74915,11252,631892,9082,0,37493,52381,52736,1226,400,0.431400757,0.732403639,0.00434082,1,3,2,3,6,30,3,4,6,1,1,1,1,0,0,2,100,4,5,0.8
2582,0,2052,1328,612659,1454,173279,1528,81883,39429,631912,18028,0,17143,1372,27545,26206,0,0.435665894,0.996660927,0.002139893,1,3,5,3,3,30,3,4,6,5,4,1,1,0,0,2,8,1,1,1
62,0,1528,221,525266,138,258927,6412,37480,23904,631959,12814,2169,39024,732,30832,9842,57087,0.40859314,0.892921851,0.001016846,0,3,5,4,2,30,0,-1,0,1,6,2,2,0,0,2,99,1,1,1
0,0,143,0,503376,527,235276,5610,134908,761,632097,147,0,92591,5,30683,2276,0,0.4681427,0.942841051,0.000408936,8,2,2,3,6,30,6,2,3,5,4,1,1,0,0,2,135,1,1,1
477,32,2091,622,594493,497,106390,5102,158550,33227,632154,955,217,75016,0,21604,6973,0,0.482607422,1.059091614,0.00157959,2,3,4,3,6,30,6,2,3,4,4,2,2,0,0,2,140,5,12,0.416666667
9458,0,4618,3,294074,0,231720,2276,211361,3024,632267,0,7547,30104,0,190060,21888,0,0.514909668,0.512723264,0.002818604,1,3,7,3,6,20,9,4,6,0,1,1,1,0,0,2,121,3,4,0.75
0,3324,4843,1552,449279,4,186221,9834,246341,12200,632273,518,987,65792,21791,3300,141,0,0.536263428,0.814633869,0.002958374,4,3,1,4,3,20,1,2,3,0,1,1,1,0,0,2,133,1,2,0.5
32,21,606,470,395676,594,370241,15584,11999,0,632275,812,0,151034,0,23085,35971,0,0.393233643,0.864671227,0.000732422,9,3,3,3,6,30,6,9,4,5,1,1,1,4,0,2,306,1,3,0.333333333
1698,0,1799,74,441194,1205,308197,13621,95874,1,632281,172,0,61382,56,51840,29006,0,0.444430542,0.794861778,0.001833496,1,3,2,3,3,30,7,2,6,4,1,1,1,0,2,2,217,1,2,0.5
9255,18171,869,626,407303,1676,338517,3643,66822,0,632296,857,618,75780,0,57893,7358,16716,0.426707764,0.764014006,0.001553345,2,3,5,3,6,30,7,4,3,0,4,2,2,0,0,2,72,1,4,0.25
3354,0,0,5729,431217,19,82950,235,19367,0,632297,11615,4548,28874,0,163888,33832,220475,0.397744141,0.727650139,1.15967E-05,2,3,6,3,6,30,3,4,3,0,1,1,1,0,0,2,26,1,4,0.25
2292,1021,547,0,337032,0,338514,1450,101996,15804,632326,15,0,69041,7600,117179,13583,0,0.44819458,0.642189314,0.000333862,1,3,2,4,6,20,3,4,6,0,1,8,2,0,0,2,196,1,1,1
75,0,6934,2536,450454,262,316322,5705,56907,0,632369,71,317,149552,28,3362,9834,3672,0.420700684,0.948822602,0.00439209,8,3,1,3,6,20,7,4,3,8,1,1,1,0,0,2,15,1,1,1
0,0,845,1687,488417,1378,110771,13873,237341,350,632475,123,0,128041,1798,4719,10964,5618,0.530893555,0.974675679,0.001356812,1,3,7,6,3,20,3,2,6,5,1,1,1,0,0,2,47,3,4,0.75
0,0,5669,159,476721,1131,239971,5456,128793,46,632482,0,0,135493,571,5241,5309,1358,0.464645386,0.967954819,0.004150391,9,3,2,3,9,30,5,2,3,9,1,2,2,9,0,2,26,1,3,0.333333333
2546,0,1084,3094,529090,885,105444,5780,171651,241,632496,2494,174,160452,0,10483,12486,0,0.490812378,1.090191875,0.001201782,9,3,5,3,6,20,3,2,5,5,4,1,1,0,0,2,83,2,6,0.333333333
1797,0,2524,546,467873,5184,320862,17249,99575,3445,632637,135,0,70268,3474,11120,1711,0,0.446906738,0.850631563,0.00470459,1,3,5,5,6,30,7,2,5,4,4,1,1,0,0,2,58,1,1,1
6845,180,452,19,375486,0,329738,3341,53900,19115,632662,890,8,103397,92841,17351,2175,0,0.419044189,0.756933402,0.000275879,1,3,3,3,6,40,3,4,6,9,1,1,1,0,0,2,130,1,1,1
1685,0,2414,296,506214,244,125337,4634,166192,53254,632714,3,129,63181,104,80073,1926,0,0.487613525,0.899924769,0.001622314,0,3,7,3,6,30,0,-1,-1,0,1,1,1,0,0,2,45,1,2,0.5
136,598,211,1880,568486,2252,230564,5966,90973,146,632862,1,0,91767,93,7801,4664,0,0.441793823,1.043281158,0.001503296,2,3,4,3,6,20,3,4,6,5,1,1,1,0,0,2,98,4,9,0.444444444
0,0,6780,1031,467731,82,396953,20537,28561,25,632890,6,0,53983,272,22801,6748,0,0.403717651,0.824335983,0.004188232,9,3,3,4,6,30,8,9,6,9,1,1,1,0,0,2,8,1,1,1
0,0,12736,25,454994,14,354952,7926,74983,1541,632914,0,0,81359,0,11399,5557,0,0.43206604,0.847434249,0.007781982,1,3,3,4,6,20,6,2,3,1,1,1,1,0,0,2,131,2,3,0.666666667
24,6,4741,610,574355,181,176308,9695,120874,1608,632995,0,175,67681,1073,36096,11978,0,0.460125122,1.014282893,0.00300415,1,3,2,6,6,30,6,4,6,0,1,2,2,0,0,2,98,2,3,0.666666667
321,0,10018,1580,545604,99,117808,3401,115885,0,633011,5188,30562,56283,0,99977,18383,280,0.457089844,0.950831818,0.006174927,8,3,5,3,6,20,3,4,6,0,1,2,2,0,0,2,133,2,3,0.666666667
0,6349,532,0,480843,79,243131,6842,85232,63895,633109,341,0,16978,2434,95976,2659,0,0.438440552,0.786311678,0.000372925,1,3,7,6,6,30,3,4,6,0,1,1,1,0,0,2,129,1,1,1
173,63,1341,1385,644930,1512,177083,3824,75788,2411,633126,721,656,35170,734,30894,28589,0,0.432686768,1.074193762,0.001741333,8,3,4,3,6,20,3,2,4,4,4,2,2,0,0,2,61,2,6,0.333333333
1706,403,1212,0,561712,45,148057,2146,143937,28143,633162,6,379,76685,13346,17964,9497,0,0.474303589,1.008268026,0.000767212,1,3,6,6,2,30,6,4,6,0,1,1,1,0,0,2,80,1,2,0.5
542,0,3782,3682,565325,64,303075,3101,21257,860,633224,1935,0,35212,1222,51859,13260,0,0.399463501,0.948380036,0.002347412,9,3,5,3,6,30,3,2,3,9,1,1,1,0,0,2,98,5,8,0.625
0,33,623,230,464288,832,258273,1860,7675,176946,633273,23622,529,11247,1032,19449,37191,1297,0.391203613,0.750916271,0.000888062,1,3,4,6,6,20,6,2,3,5,1,1,1,0,0,2,128,1,5,0.2
3,0,2433,0,457011,78,399040,12106,27926,547,633287,0,0,62238,10530,28290,4911,0,0.403572388,0.819926826,0.001532593,1,3,4,6,6,30,3,4,6,0,1,1,1,0,0,2,206,2,6,0.333333333
1133,0,2125,2585,404650,56,326435,2566,102242,19,633323,0,0,133272,329,23549,6116,0,0.448953247,0.849364384,0.001331177,8,3,2,4,6,20,6,4,6,9,1,1,1,9,0,2,75,1,1,1
6669,0,952,15864,493779,38,107462,1921,181689,5443,633452,0,701,62662,0,113027,14741,0,0.497522583,0.878426463,0.000604248,1,2,7,3,6,30,3,4,6,4,1,1,2,0,0,2,36,1,3,0.333333333
0,0,54,137,442729,234,331096,7388,55631,363,633535,14,0,55732,153,56555,347,54432,0.420633545,0.786793153,0.000175781,9,3,5,3,6,30,99,9,6,9,4,8,1,0,0,2,44,3,3,1
3484,0,187,13700,443243,747,97639,6906,174793,0,633553,45,84,167373,0,51229,45182,235,0.493375244,0.963796241,0.000570068,0,3,5,3,6,30,0,-1,0,4,1,1,1,0,0,2,58,1,3,0.333333333
897,6951,340,594,288729,0,313033,3184,65374,16111,633594,0,16,55980,1565,249009,3023,0,0.426616211,0.544053447,0.00020752,0,3,5,6,6,20,0,-1,0,0,1,1,1,0,0,2,60,1,1,1
57,626,1682,4069,519541,1067,259674,7026,94693,466,633707,486,0,97405,0,10702,6718,481,0.444580078,0.973550868,0.001677856,2,3,5,3,6,30,6,4,3,1,1,1,1,0,0,2,53,5,11,0.454545455
9677,0,1169,1047,455768,49,189438,7884,91181,36371,633738,538,2105,69325,0,131365,8745,0,0.442455444,0.828564801,0.000743408,4,3,4,5,1,20,1,4,6,0,1,2,2,0,0,2,117,1,2,0.5
0,18,841,0,499847,40,319687,9673,32184,0,633768,0,0,131454,0,2459,8139,290,0.406464844,0.996107408,0.00053772,1,3,2,3,6,30,99,9,6,9,7,9,9,9,9,2,48,5,10,0.5
3758,19,6147,3249,487257,73,416169,6886,31964,0,633822,3353,2432,16486,11,19993,6781,0,0.406363525,0.794770456,0.003796387,8,3,4,3,6,30,3,4,4,0,1,1,1,0,0,2,18,8,17,0.470588235
0,23399,1094,253,579067,866,172269,4409,63193,6327,633847,60,0,89671,1601,56522,4375,1447,0.425439453,1.055046407,0.001196289,1,3,2,3,2,30,6,2,3,0,1,1,1,0,0,2,40,1,3,0.333333333
104932,0,6092,1416,376901,0,382039,2232,25023,793,633884,1522,309,41928,7,57397,3925,0,0.402164917,0.660734456,0.003718262,9,3,3,6,6,30,3,9,3,0,7,1,2,0,0,2,136,3,3,1
13,1150,7583,161,518353,610,200002,9459,109163,159,633941,0,0,149197,0,2988,5621,0,0.453554688,1.053015975,0.00500061,9,3,6,3,6,20,3,9,6,9,1,1,1,0,0,2,21,1,2,0.5
0,49278,99,382,441040,0,298950,8992,22937,0,633946,4538,0,164110,595,11157,2376,0,0.400929565,0.954576573,6.04248E-05,9,3,2,3,6,30,6,4,6,9,1,8,1,0,0,2,63,8,11,0.727272727
0,537,7669,184,542552,0,87967,7340,247682,0,634024,0,0,104304,333,5206,602,0,0.538150635,1.020238981,0.004680786,1,3,6,6,7,20,6,4,6,0,1,1,1,0,0,2,60,1,2,0.5
0,13,755,44,653785,0,106998,854,151390,1196,634105,183,0,6301,0,5891,29859,47026,0.479428101,1.04097271,0.000460815,9,3,6,3,6,30,3,4,6,5,1,1,1,0,0,2,141,6,13,0.461538462
0,0,399,266,537244,3142,64838,4741,194753,202,634121,1,156,130197,34870,2323,31147,0,0.505904541,1.052545177,0.002161255,0,3,4,3,6,20,0,-1,-1,0,1,1,1,0,0,2,123,8,11,0.727272727
500,7928,10907,402,483816,2373,199887,19371,42513,5812,634126,83,0,42852,15638,155369,14789,2034,0.412987671,0.830541564,0.008105469,9,3,4,3,9,20,6,9,3,9,1,1,1,9,9,2,89,3,5,0.6
221,34,2910,417,469174,878,191532,8972,245193,2276,634174,0,0,54088,0,14455,14076,0,0.536723022,0.825107936,0.002312012,1,3,4,3,6,30,3,4,5,4,1,1,1,0,0,2,36,3,5,0.6
18421,0,659,406,369468,0,307147,2017,86099,13105,634249,0,4655,16418,1112,159728,24916,0,0.439665527,0.608414046,0.000402222,8,3,4,6,3,20,3,4,6,0,1,1,1,0,0,2,98,2,3,0.666666667
0,0,4089,72,435114,335,302716,10850,63952,336,634266,462,0,172820,0,6830,6224,334,0.426158447,0.958484295,0.002700195,9,3,6,6,6,20,99,9,6,0,1,1,1,0,0,2,84,3,4,0.75
14659,0,174,3865,545953,446,277586,7783,17155,0,634380,0,1066,79491,0,39860,15982,0,0.397665405,0.985913806,0.000378418,0,3,7,3,6,30,0,-1,-1,4,1,1,1,0,0,2,89,5,25,0.2
719,0,5212,1086,570209,89,237065,13232,58498,288,634395,12887,0,74999,0,22507,7214,0,0.422908325,1.017044586,0.003235474,6,2,5,3,7,20,6,4,5,1,1,1,1,0,0,2,115,1,9,0.111111111
0,13,1017,159,463521,15,164840,3409,106670,81718,634545,596,716,176070,7,2703,2401,0,0.452401733,1.007952155,0.000629883,2,3,4,3,6,20,9,4,6,0,4,1,1,0,0,2,138,1,4,0.25
0,0,707,651,441059,24,212258,3248,64484,2,634639,121747,0,100046,14539,30558,14438,0,0.426710815,0.852618575,0.000446167,0,2,3,3,3,30,0,-1,-1,1,4,2,2,0,0,2,118,1,3,0.333333333
63,0,985,212,572995,69,120887,4068,225644,0,634657,575,0,69120,0,961,7237,927,0.52508606,1.011751229,0.000643311,0,3,3,3,6,30,0,-1,-1,4,1,4,1,0,0,2,172,6,22,0.272727273
0,0,876,3057,443613,12,269403,4164,103215,28542,634760,45,0,129979,25,11188,8194,0,0.450424194,0.90363602,0.000541992,0,3,6,3,6,20,0,-1,0,9,4,2,2,0,0,2,155,4,10,0.4
0,344,1604,750,507572,208,309193,7209,32025,7557,634812,646,0,86704,658,45997,3121,0,0.407005005,0.936144874,0.001105957,9,3,4,5,9,30,6,9,5,0,4,9,9,9,9,2,66,2,3,0.666666667
354,0,411,201,414046,411,201484,7868,207527,22290,634884,2134,2879,32341,20911,86401,4258,0,0.51416687,0.703100094,0.000501709,9,3,5,3,6,30,3,2,4,5,7,1,1,0,0,2,36,2,6,0.333333333
3358,0,490,661,427872,0,61365,1067,231625,0,634921,2542,2153,51771,0,117803,101788,984,0.528897705,0.755437291,0.000299072,2,2,4,3,2,30,6,2,6,0,4,1,1,0,0,2,19,1,4,0.25
0,0,7501,7738,580132,2164,327422,16169,10435,680,635000,525,0,15388,24,5379,29843,0,0.393942261,0.937826772,0.005899048,9,3,5,3,6,20,3,2,5,9,4,1,2,0,0,2,33,2,2,1
0,2063,1756,13,565008,327,267548,6086,46014,332,635048,0,0,97010,0,3520,1745,11815,0.415687256,1.042469231,0.001271362,9,3,7,3,6,20,6,2,3,5,7,1,1,9,9,2,34,1,1,1
517,0,1370,498,588415,50,194685,6931,1590,896,635139,0,0,42755,0,12023,31246,122285,0.38862854,0.993750974,0.000866699,2,2,2,3,6,30,6,2,3,5,1,1,1,0,0,2,51,3,9,0.333333333
0,205,11434,2314,491711,1439,161496,9627,153294,1980,635194,124,0,106383,61,48456,14682,0,0.481254883,0.941592647,0.007857056,2,3,6,3,2,20,7,2,4,5,1,1,1,0,0,2,153,3,10,0.3
0,4,789,0,393345,0,275559,3872,54789,2203,635293,20,0,228656,4408,16169,2560,20733,0.421192627,0.979077371,0.000481567,1,3,6,3,6,30,3,4,6,0,1,1,1,0,0,2,55,1,3,0.333333333
1030,0,8696,2987,593701,642,167930,20819,58092,2266,635464,0,2284,124115,6335,4751,9288,0,0.423312988,1.129593494,0.005699463,2,3,7,3,3,20,6,2,3,5,1,1,1,0,0,2,32,2,4,0.5
153,0,8422,3,638859,128,203293,17626,38656,8117,635566,7006,0,60656,7,18314,1325,269,0.411512451,1.100617402,0.005218506,1,2,3,6,6,20,3,2,3,5,1,1,1,0,0,2,136,3,4,0.75
88225,0,1101,451,455316,117,251342,2693,72697,0,635620,179,5839,63067,0,52196,9557,0,0.432322388,0.815554891,0.000743408,1,3,5,3,6,20,3,4,6,4,1,1,1,0,0,2,47,4,6,0.666666667
24928,12959,4470,0,394213,0,104602,4782,268427,1986,635664,146,1554,832,254,177196,6387,0,0.551813354,0.62146826,0.002728271,0,3,5,4,9,20,0,-1,0,5,1,2,2,0,0,2,65,1,2,0.5
0,30,1784,202,510813,20,207665,1310,147568,8611,635924,217,1,19791,2026,96036,6402,0,0.478205566,0.834382725,0.001101074,1,3,4,6,6,30,3,4,6,0,1,1,2,0,0,2,64,1,1,1
2780,8592,991,23,424614,0,297360,2775,50983,1908,636012,0,4,98776,159,90466,22957,0,0.419308472,0.822924725,0.000604858,0,2,1,3,6,30,0,-1,-1,4,1,1,1,0,0,2,58,2,2,1
47,132,2129,8860,490285,0,251989,3023,113884,0,636013,29265,418,29497,0,64973,4626,3259,0.457700806,0.817250591,0.001299438,8,3,6,3,6,30,3,4,6,0,1,1,2,0,0,2,191,2,4,0.5
8153,44,559,0,454431,154,132467,9779,260074,165,636042,17134,656,85133,90,28875,4168,476,0.546945801,0.848315048,0.000435181,2,2,4,3,6,30,3,4,6,4,1,1,1,0,0,2,90,4,7,0.571428571
39,0,67,1380,480648,22,160239,1253,132830,0,636119,0,0,186835,0,3141,35827,0,0.469329224,1.04930524,5.43213E-05,9,3,6,3,9,20,99,9,6,9,1,1,1,0,0,2,309,6,32,0.1875
716,0,528,11797,551714,6862,160335,14238,146047,21,636168,2224,17664,60496,0,6746,22655,0,0.477426147,0.962340137,0.004510498,1,3,5,3,6,20,6,2,5,5,1,2,2,0,0,2,86,2,6,0.333333333
640,738,908,88,547554,81,208015,4699,51173,45878,636257,3194,59,46920,79255,10370,2571,0,0.419573975,0.934329996,0.000603638,3,3,1,4,1,30,1,4,4,1,1,1,1,0,0,2,124,3,3,1
29,187,727,75,576090,34,182386,4640,106338,31416,636302,0,191,60635,574,30811,7965,0,0.453271484,1.000664779,0.000464478,1,2,5,3,2,20,3,4,6,0,1,1,1,0,0,2,152,1,5,0.2
65093,0,466,13,231308,5,280620,1367,145516,11781,636334,0,6702,9301,20665,225862,3367,0,0.477203369,0.378117467,0.000287476,0,3,6,6,6,30,0,-1,0,0,4,1,1,0,0,2,337,1,1,1
5876,0,221,5660,480043,534,157640,18281,182144,3933,636403,0,147,131878,614,5964,9062,0,0.49960144,0.961530665,0.000460815,8,3,5,3,6,20,6,4,5,5,4,1,1,0,0,2,60,2,2,1
742,0,3435,1353,480208,89,309210,10425,8073,206,636583,1,0,163386,0,5771,18918,0,0.393466797,1.011013489,0.002150879,9,3,4,5,6,20,3,4,6,9,1,1,1,0,9,2,93,1,2,0.5
11577,0,161,1032,453361,1,226502,6371,128994,91,636594,0,1095,96895,5466,57818,12442,0,0.467277832,0.864375096,9.8877E-05,9,3,3,3,6,20,8,2,6,9,4,1,1,4,9,2,148,2,12,0.166666667
47,75,577,801,569176,599,183278,6023,91509,22622,636619,0,0,119341,63,3536,1986,2148,0.444414063,1.081521287,0.000717773,2,3,3,3,6,30,6,2,3,0,1,1,1,0,0,2,75,1,3,0.333333333
456,119,1003,168,485221,238,147705,4632,136154,27547,636639,404,1088,90573,27222,74761,4462,0,0.471675415,0.904427784,0.000757446,0,3,4,6,2,20,0,-1,0,5,4,1,1,0,0,2,104,3,5,0.6
0,32,751,10,565520,0,139624,3758,156607,11006,636651,1627,0,75740,0,37068,10006,0,0.48416626,1.007239445,0.000458374,1,3,3,3,3,20,5,4,6,0,4,1,1,0,0,2,116,1,5,0.2
0,0,1070,7477,528439,37,288339,4427,25742,318,636712,428,2721,118108,12795,4077,7374,336,0.404329834,1.015446544,0.000675659,9,3,1,3,1,30,1,4,3,0,1,4,1,0,0,2,74,1,1,1
0,5802,393,191,439913,9,156837,2334,48280,0,636723,0,0,2914,0,155492,688,188824,0.418092651,0.695478253,0.000245361,3,2,4,3,1,20,1,4,3,0,1,1,1,0,0,2,48,2,5,0.4
553,167967,92,686,563148,127,19744,7683,218846,3790,636820,2048,57,10201,1,6070,416,151,0.52225708,0.900331334,0.000133667,2,3,1,6,7,20,5,4,6,0,4,1,1,0,0,2,155,3,8,0.375
16,217,1054,108,404906,375,384447,3849,48398,5625,636907,0,12,17570,2581,129017,3318,0,0.418276978,0.663324473,0.000872192,9,3,1,3,3,30,3,2,6,5,1,1,1,0,0,2,41,1,3,0.333333333
0,0,895,0,370737,5253,374604,11451,7734,142079,636911,82,0,75397,618,9060,3522,12,0.393460083,0.700465214,0.003752441,2,3,3,3,3,30,6,2,5,5,4,1,1,0,0,2,50,1,5,0.2
413,17,79,1727,621456,6,227325,1226,56057,5722,636919,44,788,3251,4611,66582,12177,0,0.422958984,0.980826447,5.18799E-05,9,3,3,4,1,20,2,4,4,9,1,1,2,0,0,2,52,1,2,0.5
0,5691,84,14,396767,104,235146,73,143823,0,637083,23895,0,49795,0,76430,49779,19716,0.476627197,0.700947914,0.000114746,0,3,2,3,6,30,0,-1,-1,9,1,8,1,9,0,2,35,4,4,1
0,0,2197,630,431379,418,271003,9471,24270,0,637107,0,708,83222,0,159822,18173,0,0.403672485,0.807715188,0.001596069,9,3,4,3,3,20,6,2,6,5,1,1,1,0,0,2,42,2,5,0.4
0,0,3556,2627,592882,765,268800,7584,7131,67748,637111,831,626,38690,518,6997,2534,0,0.393214111,0.991306068,0.002637329,8,3,2,4,6,30,3,2,3,5,1,2,2,0,0,2,67,3,4,0.75
0,306,5864,589,385526,349,355476,11157,83858,15081,637147,2,6044,54899,14848,43361,21816,2077,0.440066528,0.691245505,0.003792114,1,3,5,5,6,20,6,2,5,0,1,1,1,0,0,2,68,3,5,0.6
410,0,1052,846,614509,2715,200259,7553,30051,4,637260,19320,0,72845,0,12425,38778,373,0.407294312,1.078608417,0.002299194,8,3,4,3,6,30,6,2,3,5,1,1,1,0,0,2,77,1,4,0.25
0,0,2246,3792,357223,72,252079,1840,2329,0,637263,13413,1204,24338,0,147186,5531,189884,0.390375977,0.598749653,0.001414795,1,2,4,3,6,20,9,2,6,4,1,1,1,0,0,2,90,4,7,0.571428571
